datetime,day_of_week,order_id,order_total,payment_method,number_of_maindishes,number_of_snacks,number_of_drinks,number_of_soups,number_of_extras,is_takeaway
2025-03-05 16:27:00,3,7025,228.0,3,1.0,2.0,0.0,0.0,0.0,0
2025-03-05 16:31:00,3,7020,323.0,3,3.0,0.0,0.0,0.0,0.0,1
2025-03-05 16:32:00,3,7021,311.0,3,2.0,1.0,0.0,0.0,0.0,1
2025-03-05 16:38:00,3,17789,992.0,1,5.0,5.0,0.0,0.0,4.0,1
2025-03-05 16:44:00,3,7026,811.0,3,3.0,2.0,2.0,0.0,0.0,0
2025-03-05 16:52:00,3,17790,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-05 16:55:00,3,17791,494.0,1,1.0,6.0,0.0,0.0,0.0,1
2025-03-05 16:57:00,3,17792,592.0,2,4.0,1.0,2.0,0.0,1.0,1
2025-03-05 17:05:00,3,17793,182.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-05 17:06:00,3,7029,456.0,3,2.0,2.0,2.0,0.0,0.0,0
2025-03-05 17:08:00,3,7022,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-05 17:13:00,3,7030,386.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-03-05 17:14:00,3,7023,201.0,3,1.0,3.0,0.0,0.0,0.0,1
2025-03-05 17:15:00,3,7024,307.0,3,2.0,1.0,0.0,0.0,0.0,0
2025-03-05 17:17:00,3,7025,228.0,3,1.0,2.0,0.0,0.0,0.0,0
2025-03-05 17:20:00,3,17798,409.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-03-05 17:28:00,3,17800,426.0,2,2.0,2.0,0.0,0.0,0.0,1
2025-03-05 17:35:00,3,7027,89.0,3,0.0,0.0,0.0,1.0,0.0,0
2025-03-05 17:46:00,3,7028,854.0,3,4.0,6.0,0.0,0.0,0.0,1
2025-03-05 17:55:00,3,17805,327.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-03-05 18:01:00,3,17806,665.0,1,4.0,3.0,0.0,0.0,2.0,1
2025-03-05 18:05:00,3,17807,367.0,1,3.0,0.0,0.0,0.0,0.0,1
2025-03-05 18:06:00,3,7032,274.0,3,2.0,0.0,1.0,0.0,0.0,0
2025-03-05 18:11:00,3,1097,286.0,3,1.0,1.0,2.0,0.0,0.0,0
2025-03-05 18:23:00,3,17809,202.0,1,1.0,1.0,0.0,0.0,0.0,1
2025-03-05 18:31:00,3,17810,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-03-05 18:40:00,3,7031,446.0,3,3.0,2.0,0.0,0.0,0.0,1
2025-03-05 19:09:00,3,17815,381.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-05 19:21:00,3,1098,336.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-03-05 19:24:00,3,1099,433.0,3,2.0,0.0,3.0,0.0,0.0,0
2025-03-05 19:35:00,3,1100,464.0,3,2.0,2.0,2.0,0.0,0.0,0
2025-03-05 19:41:00,3,17819,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-05 19:44:00,3,7035,417.7,3,3.0,1.0,0.0,0.0,0.0,1
2025-03-05 19:59:00,3,17821,159.0,2,1.0,0.0,1.0,0.0,0.0,1
2025-03-05 20:15:00,3,1101,1687.0,3,4.0,2.0,8.0,1.0,1.0,0
2025-03-05 20:39:00,3,1102,597.0,3,1.0,0.0,4.0,0.0,0.0,0
2025-03-06 14:55:00,4,17824,539.0,1,3.0,2.0,0.0,0.0,0.0,1
2025-03-06 15:12:00,4,7036,298.0,3,2.0,0.0,0.0,0.0,0.0,0
2025-03-06 16:33:00,4,7037,208.0,3,1.0,1.0,0.0,0.0,1.0,0
2025-03-06 16:35:00,4,17827,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-06 16:48:00,4,17828,267.0,1,1.0,2.0,0.0,0.0,0.0,1
2025-03-06 16:54:00,4,17829,218.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-03-06 16:56:00,4,17830,222.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-03-06 16:57:00,4,17831,742.0,2,3.0,4.0,0.0,0.0,2.0,1
2025-03-06 17:04:00,4,17832,426.0,2,2.0,2.0,0.0,0.0,0.0,1
2025-03-06 17:05:00,4,17833,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-06 17:07:00,4,17834,218.0,1,1.0,0.0,0.0,1.0,0.0,1
2025-03-06 17:13:00,4,7038,149.0,3,1.0,0.0,0.0,0.0,1.0,1
2025-03-06 17:19:00,4,17836,695.0,1,3.0,4.0,0.0,0.0,3.0,1
2025-03-06 17:31:00,4,17837,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-06 17:43:00,4,17838,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-06 17:44:00,4,17839,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-06 17:48:00,4,17840,481.0,1,2.0,3.0,0.0,0.0,1.0,1
2025-03-06 17:52:00,4,7039,421.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-03-06 17:54:00,4,17843,705.0,1,3.0,5.0,0.0,1.0,0.0,1
2025-03-06 18:03:00,4,17844,353.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-06 18:19:00,4,17845,779.0,2,4.0,3.0,0.0,0.0,0.0,1
2025-03-06 18:20:00,4,7040,437.0,3,1.0,1.0,2.0,1.0,0.0,0
2025-03-06 18:24:00,4,7041,254.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-06 18:30:00,4,7042,149.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-06 18:35:00,4,17849,818.0,2,6.0,0.0,0.0,0.0,0.0,1
2025-03-06 18:36:00,4,7044,228.0,3,1.0,0.0,0.0,1.0,1.0,0
2025-03-06 18:41:00,4,17852,373.0,1,3.0,0.0,0.0,0.0,0.0,1
2025-03-06 18:43:00,4,7045,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-06 18:44:00,4,7052,498.0,3,1.0,1.0,1.0,0.0,0.0,0
2025-03-06 18:46:00,4,7049,560.0,3,3.0,1.0,3.0,0.0,0.0,0
2025-03-06 18:47:00,4,7047,139.0,3,1.0,1.0,0.0,0.0,0.0,0
2025-03-06 19:00:00,4,17856,391.0,2,2.0,1.0,2.0,0.0,0.0,1
2025-03-06 19:04:00,4,7048,212.0,3,1.0,2.0,0.0,0.0,0.0,1
2025-03-06 19:14:00,4,7051,563.0,3,3.0,1.0,3.0,0.0,0.0,0
2025-03-06 19:28:00,4,17858,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-03-06 19:30:00,4,17859,129.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-03-06 19:34:00,4,17861,377.0,2,2.0,1.0,1.0,0.0,0.0,1
2025-03-06 19:40:00,4,7050,248.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-06 19:44:00,4,17863,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-06 19:52:00,4,17864,242.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-03-06 19:57:00,4,17866,222.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-03-07 08:31:00,5,17868,807.0,1,5.0,4.0,0.0,0.0,0.0,1
2025-03-07 14:59:00,5,17869,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-07 15:38:00,5,17870,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-03-07 15:50:00,5,17871,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-07 16:06:00,5,17872,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-07 16:34:00,5,7053,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-07 16:35:00,5,7054,369.0,3,3.0,0.0,0.0,0.0,0.0,0
2025-03-07 16:40:00,5,17876,201.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-03-07 16:49:00,5,17877,419.0,1,1.0,4.0,0.0,0.0,0.0,1
2025-03-07 16:50:00,5,7055,118.0,3,0.0,2.0,0.0,0.0,0.0,0
2025-03-07 17:13:00,5,17879,282.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-07 17:14:00,5,17880,218.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-03-07 17:16:00,5,17881,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-07 17:27:00,5,17882,496.0,1,3.0,0.0,0.0,1.0,0.0,1
2025-03-07 17:31:00,5,17883,272.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-03-07 17:33:00,5,17884,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-07 17:36:00,5,17885,357.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-07 17:41:00,5,7058,209.7,3,1.0,1.0,1.0,0.0,0.0,0
2025-03-07 17:45:00,5,7056,145.0,3,1.0,0.0,0.0,0.0,1.0,0
2025-03-07 17:47:00,5,7057,149.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-07 17:51:00,5,17888,159.0,2,1.0,0.0,1.0,0.0,0.0,1
2025-03-07 17:52:00,5,17889,426.0,2,2.0,2.0,0.0,0.0,0.0,1
2025-03-07 17:59:00,5,17890,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-03-07 18:03:00,5,17892,416.0,1,2.0,2.0,0.0,0.0,1.0,1
2025-03-07 18:04:00,5,7059,614.0,3,4.0,2.0,0.0,0.0,0.0,0
2025-03-07 18:07:00,5,1103,548.0,3,1.0,5.0,2.0,0.0,0.0,0
2025-03-07 18:09:00,5,7060,178.0,3,1.0,1.0,0.0,0.0,0.0,0
2025-03-07 18:11:00,5,17896,367.0,1,3.0,0.0,0.0,0.0,0.0,1
2025-03-07 18:15:00,5,7074,1169.0,3,3.0,4.0,5.0,3.0,0.0,0
2025-03-07 18:17:00,5,7061,339.0,3,2.0,1.0,0.0,0.0,1.0,0
2025-03-07 18:18:00,5,17900,330.0,1,4.0,0.0,0.0,0.0,0.0,1
2025-03-07 18:21:00,5,1104,514.0,3,3.0,0.0,3.0,0.0,0.0,0
2025-03-07 18:22:00,5,7083,1191.0,3,3.0,3.0,10.0,0.0,1.0,0
2025-03-07 18:26:00,5,7062,169.0,3,1.0,1.0,0.0,0.0,0.0,0
2025-03-07 18:27:00,5,7064,197.0,3,1.0,2.0,0.0,0.0,0.0,0
2025-03-07 18:31:00,5,17906,311.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-03-07 18:32:00,5,7078,698.0,3,1.0,0.0,1.0,0.0,0.0,0
2025-03-07 18:33:00,5,7065,129.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-07 18:37:00,5,7067,299.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-07 18:38:00,5,7067,299.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-07 18:50:00,5,7068,416.0,3,3.0,1.0,0.0,0.0,0.0,0
2025-03-07 18:53:00,5,1105,497.0,3,1.0,0.0,2.0,0.0,0.0,0
2025-03-07 18:54:00,5,1106,498.0,3,1.0,0.0,2.0,0.0,0.0,0
2025-03-07 18:56:00,5,17914,478.0,2,3.0,1.0,0.0,0.0,0.0,1
2025-03-07 18:57:00,5,7083,1191.0,3,3.0,3.0,10.0,0.0,1.0,0
2025-03-07 19:01:00,5,7070,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-07 19:04:00,5,7081,425.0,3,2.0,2.0,1.0,0.0,0.0,0
2025-03-07 19:05:00,5,7076,412.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-03-07 19:15:00,5,17917,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-07 19:21:00,5,17918,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-07 19:22:00,5,7071,254.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-07 19:23:00,5,7072,317.0,3,3.0,0.0,0.0,0.0,0.0,1
2025-03-07 19:24:00,5,7073,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-07 19:37:00,5,7082,576.0,3,2.0,3.0,4.0,0.0,0.0,0
2025-03-07 19:38:00,5,17923,159.0,2,1.0,0.0,1.0,0.0,0.0,1
2025-03-07 19:51:00,5,7082,576.0,3,2.0,3.0,4.0,0.0,0.0,0
2025-03-07 20:02:00,5,7077,272.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-07 20:11:00,5,7083,1191.0,3,3.0,3.0,10.0,0.0,1.0,0
2025-03-07 20:12:00,5,7082,576.0,3,2.0,3.0,4.0,0.0,0.0,0
2025-03-07 20:13:00,5,7079,380.0,3,2.0,2.0,0.0,0.0,0.0,1
2025-03-08 10:28:00,6,17933,449.0,1,2.0,3.0,0.0,0.0,0.0,1
2025-03-08 15:49:00,6,7084,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-08 16:22:00,6,17935,372.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-03-08 17:05:00,6,17936,766.0,2,4.0,2.0,0.0,0.0,3.0,1
2025-03-08 17:16:00,6,17938,261.0,1,1.0,2.0,0.0,0.0,0.0,1
2025-03-08 17:22:00,6,17939,397.0,2,1.0,0.0,0.0,2.0,0.0,1
2025-03-08 17:25:00,6,17941,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-08 17:35:00,6,17944,716.0,2,4.0,2.0,0.0,0.0,0.0,1
2025-03-08 17:45:00,6,7086,219.0,3,18.0,0.0,0.0,0.0,0.0,0
2025-03-08 17:49:00,6,7092,952.0,3,3.0,1.0,3.0,1.0,0.0,0
2025-03-08 17:52:00,6,17947,212.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-03-08 17:54:00,6,17948,472.0,2,2.0,1.0,0.0,1.0,0.0,1
2025-03-08 18:02:00,6,17949,383.0,2,2.0,2.0,0.0,0.0,0.0,1
2025-03-08 18:08:00,6,7097,569.0,3,2.0,1.0,2.0,1.0,0.0,0
2025-03-08 18:10:00,6,17951,409.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-03-08 18:13:00,6,7087,372.0,3,2.0,2.0,0.0,0.0,0.0,0
2025-03-08 18:15:00,6,7089,493.0,3,3.0,0.0,3.0,0.0,0.0,0
2025-03-08 18:22:00,6,7088,192.0,3,1.0,1.0,0.0,0.0,0.0,1
2025-03-08 18:33:00,6,7091,621.0,3,2.0,4.0,3.0,0.0,0.0,0
2025-03-08 18:36:00,6,17954,564.0,1,3.0,3.0,0.0,0.0,0.0,1
2025-03-08 18:41:00,6,17955,307.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-08 18:46:00,6,7094,405.0,3,2.0,1.0,2.0,1.0,0.0,0
2025-03-08 18:54:00,6,7094,405.0,3,2.0,1.0,2.0,1.0,0.0,0
2025-03-08 18:55:00,6,7090,256.0,3,3.0,0.0,0.0,0.0,0.0,0
2025-03-08 19:00:00,6,7099,499.0,3,1.0,0.0,2.0,0.0,0.0,0
2025-03-08 19:07:00,6,1107,724.0,3,2.0,0.0,4.0,2.0,0.0,0
2025-03-08 19:08:00,6,1108,396.0,3,2.0,2.0,1.0,0.0,0.0,0
2025-03-08 19:12:00,6,1109,327.0,3,2.0,1.0,1.0,0.0,0.0,0
2025-03-08 19:17:00,6,7101,387.0,3,3.0,0.0,1.0,0.0,0.0,0
2025-03-08 19:26:00,6,7093,67.0,3,0.0,0.0,1.0,0.0,0.0,0
2025-03-08 19:31:00,6,17966,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-08 19:32:00,6,1110,751.0,3,2.0,2.0,1.0,0.0,0.0,0
2025-03-08 19:36:00,6,7095,254.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-08 19:41:00,6,7098,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-08 19:55:00,6,17972,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-08 19:58:00,6,17973,153.0,2,0.0,0.0,0.0,1.0,1.0,1
2025-03-08 20:06:00,6,17975,179.0,2,1.0,0.0,1.0,0.0,1.0,1
2025-03-08 20:08:00,6,7100,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-08 20:23:00,6,1111,693.0,3,3.0,3.0,3.0,0.0,0.0,0
2025-03-09 15:12:00,7,17980,450.0,2,2.0,2.0,0.0,0.0,0.0,1
2025-03-09 16:02:00,7,17981,360.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-03-09 16:09:00,7,17982,410.0,1,2.0,1.0,0.0,1.0,1.0,1
2025-03-09 16:13:00,7,7102,0.0,3,2.0,0.0,0.0,0.0,0.0,0
2025-03-09 16:14:00,7,17984,674.0,2,3.0,4.0,0.0,0.0,0.0,1
2025-03-09 16:15:00,7,17985,261.0,1,1.0,2.0,0.0,0.0,0.0,1
2025-03-09 16:35:00,7,7103,380.0,3,2.0,2.0,0.0,0.0,0.0,1
2025-03-09 16:39:00,7,17987,242.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-03-09 16:42:00,7,7104,272.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-09 16:47:00,7,7105,254.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-09 16:50:00,7,17990,516.0,1,4.0,0.0,0.0,0.0,0.0,1
2025-03-09 16:58:00,7,7106,380.0,3,4.0,0.0,0.0,0.0,0.0,1
2025-03-09 17:03:00,7,7107,1581.0,3,11.0,4.0,0.0,0.0,1.0,1
2025-03-09 17:10:00,7,17993,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-09 17:16:00,7,7110,500.0,3,2.0,2.0,2.0,0.0,0.0,0
2025-03-09 17:17:00,7,7108,149.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-09 17:19:00,7,17998,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-09 17:21:00,7,17999,409.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-03-09 17:23:00,7,18000,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-09 17:29:00,7,18001,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-09 17:34:00,7,18002,331.0,2,1.0,1.0,0.0,1.0,0.0,1
2025-03-09 17:37:00,7,18003,282.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-09 17:45:00,7,18004,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-09 17:55:00,7,18005,238.0,2,1.0,1.0,0.0,0.0,1.0,1
2025-03-09 18:00:00,7,7111,505.0,3,2.0,1.0,1.0,1.0,0.0,0
2025-03-09 18:03:00,7,18006,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-09 18:06:00,7,18008,288.0,2,1.0,0.0,0.0,1.0,1.0,1
2025-03-09 18:07:00,7,7109,399.0,3,3.0,2.0,0.0,0.0,0.0,1
2025-03-09 18:10:00,7,18010,341.0,1,2.0,1.0,0.0,0.0,1.0,1
2025-03-09 18:19:00,7,18012,361.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-09 18:20:00,7,18013,402.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-03-09 18:35:00,7,18014,228.0,1,1.0,1.0,0.0,0.0,1.0,1
2025-03-09 18:38:00,7,18015,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-03-09 18:43:00,7,18016,321.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-03-09 18:45:00,7,18017,202.0,1,1.0,1.0,0.0,0.0,0.0,1
2025-03-09 18:48:00,7,18019,242.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-03-09 19:02:00,7,7112,257.0,3,1.0,2.0,0.0,0.0,0.0,1
2025-03-09 19:12:00,7,7114,571.0,3,3.0,2.0,2.0,0.0,0.0,0
2025-03-09 19:13:00,7,7115,445.0,3,2.0,2.0,2.0,0.0,0.0,0
2025-03-09 19:18:00,7,18022,641.0,2,4.0,1.0,0.0,0.0,0.0,1
2025-03-09 19:19:00,7,7116,266.0,3,1.0,1.0,2.0,0.0,0.0,0
2025-03-09 19:21:00,7,7113,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-09 19:44:00,7,1112,618.0,3,2.0,1.0,1.0,0.0,0.0,0
2025-03-09 19:45:00,7,18026,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-09 19:56:00,7,18027,287.0,2,1.0,2.0,0.0,0.0,0.0,1
2025-03-11 15:27:00,2,18030,617.0,1,5.0,0.0,0.0,0.0,0.0,1
2025-03-11 15:46:00,2,18031,238.0,2,1.0,1.0,1.0,0.0,0.0,1
2025-03-11 15:59:00,2,18032,211.0,1,0.0,3.0,0.0,0.0,0.0,1
2025-03-11 16:15:00,2,7117,468.0,3,2.0,1.0,0.0,2.0,1.0,0
2025-03-11 16:20:00,2,18034,357.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-03-11 16:22:00,2,18035,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-11 16:35:00,2,18036,288.0,1,2.0,0.0,0.0,0.0,2.0,1
2025-03-11 16:40:00,2,18037,357.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-11 16:43:00,2,7118,317.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-03-11 16:53:00,2,18038,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-11 16:58:00,2,18039,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-11 17:04:00,2,18040,387.0,1,3.0,1.0,0.0,0.0,0.0,1
2025-03-11 17:11:00,2,7120,357.0,3,1.0,2.0,2.0,0.0,0.0,0
2025-03-11 17:12:00,2,18043,363.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-03-11 17:14:00,2,7120,357.0,3,1.0,2.0,2.0,0.0,0.0,0
2025-03-11 17:16:00,2,18044,123.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-03-11 17:24:00,2,18045,696.0,1,5.0,1.0,0.0,0.0,0.0,1
2025-03-11 17:26:00,2,18046,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-03-11 17:34:00,2,7119,242.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-11 17:44:00,2,7123,387.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-03-11 17:52:00,2,18048,521.0,2,2.0,4.0,0.0,0.0,0.0,1
2025-03-11 17:57:00,2,7124,351.0,3,1.0,2.0,2.0,0.0,1.0,0
2025-03-11 17:58:00,2,18050,704.0,2,4.0,2.0,0.0,0.0,0.0,1
2025-03-11 17:59:00,2,18051,264.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-03-11 18:07:00,2,18052,353.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-11 18:09:00,2,7127,638.0,3,4.0,2.0,0.0,0.0,0.0,0
2025-03-11 18:11:00,2,18054,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-11 18:12:00,2,18055,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-03-11 18:15:00,2,7121,258.0,3,2.0,1.0,0.0,0.0,0.0,0
2025-03-11 18:16:00,2,7122,307.0,3,2.0,1.0,0.0,0.0,0.0,0
2025-03-11 18:17:00,2,18059,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-11 18:36:00,2,18061,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-11 18:49:00,2,7130,160.2,3,1.0,0.0,1.0,0.0,0.0,0
2025-03-11 18:53:00,2,7125,201.0,3,1.0,0.0,2.0,0.0,0.0,0
2025-03-11 18:56:00,2,7128,425.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-03-11 18:57:00,2,7134,338.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-03-11 19:09:00,2,18064,377.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-11 19:13:00,2,1113,539.0,3,2.0,4.0,2.0,0.0,0.0,0
2025-03-11 19:26:00,2,7126,194.0,3,1.0,1.0,0.0,0.0,0.0,0
2025-03-11 19:45:00,2,7129,249.0,3,0.0,0.0,1.0,0.0,0.0,0
2025-03-11 20:10:00,2,1114,778.0,3,3.0,3.0,4.0,0.0,0.0,0
2025-03-11 20:59:00,2,7135,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-12 14:59:00,3,18077,301.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-03-12 15:13:00,3,7136,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-12 16:23:00,3,18079,343.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-03-12 16:37:00,3,1115,297.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-03-12 16:38:00,3,7137,358.0,3,2.0,0.0,2.0,0.0,1.0,0
2025-03-12 16:39:00,3,7137,358.0,3,2.0,0.0,2.0,0.0,1.0,0
2025-03-12 16:48:00,3,18082,331.0,1,2.0,0.0,0.0,1.0,0.0,1
2025-03-12 16:52:00,3,18083,159.0,2,1.0,0.0,1.0,0.0,0.0,1
2025-03-12 17:27:00,3,18084,879.0,1,5.0,3.0,0.0,0.0,2.0,1
2025-03-12 17:35:00,3,7138,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-12 17:46:00,3,18086,766.0,1,4.0,4.0,0.0,0.0,0.0,1
2025-03-12 17:47:00,3,18087,518.0,2,3.0,1.0,0.0,0.0,2.0,1
2025-03-12 18:05:00,3,18088,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-12 18:10:00,3,18089,383.0,2,3.0,0.0,0.0,0.0,1.0,1
2025-03-12 18:12:00,3,7144,505.0,3,3.0,1.0,2.0,0.0,0.0,0
2025-03-12 18:18:00,3,7141,69.0,3,0.0,1.0,0.0,0.0,0.0,0
2025-03-12 18:19:00,3,7153,602.0,3,3.0,0.0,6.0,0.0,0.0,0
2025-03-12 18:22:00,3,7139,248.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-12 18:29:00,3,18092,709.0,1,4.0,5.0,0.0,0.0,0.0,1
2025-03-12 18:30:00,3,7140,376.0,3,2.0,2.0,0.0,0.0,0.0,1
2025-03-12 18:35:00,3,18095,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-03-12 18:44:00,3,7142,242.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-03-12 18:45:00,3,1116,336.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-03-12 18:52:00,3,7143,-39.0,3,-1.0,0.0,0.0,0.0,0.0,0
2025-03-12 18:53:00,3,18099,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-03-12 19:03:00,3,18101,294.0,2,2.0,0.0,1.0,0.0,0.0,1
2025-03-12 19:10:00,3,7153,602.0,3,3.0,0.0,6.0,0.0,0.0,0
2025-03-12 19:40:00,3,7154,337.0,3,1.0,2.0,2.0,0.0,0.0,0
2025-03-12 19:45:00,3,7152,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-03-12 19:55:00,3,1117,522.0,3,2.0,2.0,2.0,1.0,0.0,0
2025-03-12 20:15:00,3,7153,602.0,3,3.0,0.0,6.0,0.0,0.0,0
2025-03-13 15:06:00,4,7156,833.0,3,2.0,2.0,1.0,1.0,0.0,0
2025-03-13 15:16:00,4,18114,182.0,2,0.0,2.0,1.0,0.0,0.0,1
2025-03-13 15:22:00,4,18115,213.0,2,1.0,1.0,0.0,0.0,1.0,1
2025-03-13 16:28:00,4,7156,833.0,3,2.0,2.0,1.0,1.0,0.0,0
2025-03-13 16:36:00,4,7155,250.0,3,2.0,0.0,0.0,0.0,0.0,0
2025-03-13 16:46:00,4,18117,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-03-13 16:48:00,4,7156,833.0,3,2.0,2.0,1.0,1.0,0.0,0
2025-03-13 16:51:00,4,18119,689.0,1,3.0,2.0,0.0,0.0,0.0,1
